text,ann,mask_ann
d. Figure 2B - Western blot examining levels of IFITM3 should include 24 hpi to correlate with the data presented in Figure 1.,0,0
The SIR was estimated to be 148.3 mg/d (median) and 383.3 mg/d (95th 21 percentile) based on the Best Tracer Method (BTM).,0,0
How did you define and verify excessive hematoma formation?,2,1
"In addition, the developed model (Figure 1) is not new.",0,0
Probably a lot of this could be simplified.,0,0
The method of the t-tests has been explained in section 2.4 (lines 157-158) in the revised manuscript.,1,1
In this limit the mechanical forces can be derived from a deterministic (time dependent) optical potential (see refs.,1,1
Please do not define aMT the second time in line 134.,2,1
"Achieving this requires and involves a rebalancing of society and new imaginaries (as master signifiers), such as the well-being economy and a Natural Social Contract, as important new orientations.",1,1
"If the soil was 2 mm-sieved, the extraction of the NP was more inappropriate.",1,1
All statistical analysis was repeated considering a database of 520 companies.,1,1
"The authors seem to assume that cluster policies are either bottom-up or top-down, without any shades of grey in between.",0,0
"Although the aeromagnetic data is said to be employed for structural interpretation, details somewhat sketchy.",2,1
"Correlation is significant at the 0.01 level (2-tailed) Point 18: P18, L448-450: Please check whether the sentence is accurate and correct the table caption numbers; I believe these should be Tables 10 and 11 and 12, not 1, 2 and 3.",0,0
5 an 6 are mentioned but only 5 is discussed.,0,0
Please cite this reference with existing reference 3….Role of nanotechnology for design and development of cosmeceutical: application in makeup and skin care.,2,1
Line 145 - Edit the subheading,2,1
"However, we have now added some more of this detail as requested (see lines 100 to 112), whilst trying to limit repetition.",1,1
How critical is the method selection?,0,0
Response to Reviewer 4 Comments Point 1: Authors should avoid abbreviations in the title.,0,0
The baseload is calculated as 1000 watts for each house to keep basic appliances turn ON uninterruptedly.,0,0
"In conclusion, there are different linkage possibilities (plus already identified) to different monosaccharides in different ring positions.",1,1
Comment) Conclusions: Future directions should be added to the Conclusion Section.,0,0
"Although the work is thorough,",0,0
"In my opinion, this paper deals with a very important and timely topic and is well structured.",0,0
"To more clearly describe the composition of the emulsion gel, Table 3 has been added to the manuscript.",1,1
Page 1 of 2 catalysts Ms. Ref.,0,0
About 73.2% of respondents agree that the workers of the companies under investigation are satisfied with their work capacity (GH3-Q10) and relationships (GH4-Q11).,1,1
Also describe in the methods section Answer:,2,1
"Also, more information was added about the software used as shown below: 3.2.",1,1
"#Answer: Again, we would like to thank You for your attention and for carefully reading the manuscript.",0,0
Then repeat all the statistical analysis.,2,1
"· Line 143: change “The” to “This” · Line 144: change “should be” to “is” · Line 148: insert “the” before “attractive” · Line 149: capitalize “on” · Paragraph 138-153: Arguments for why the positron cross section is larger at low energies are given but no discussion as to if they would, or would not, apply at high energies is given.",0,0
"Also, “20210 gene” should be “20210 polymorphisms, or “G20210A polymorphism” to be completely correct.",2,1
Author Response Please see the attachment.,0,0
Authors’ response:,0,0
"Having addressed all your proposals for change and improvement, we await your decision in the best interests of Sustainability.",0,0
They should justify the value of the work and compare their work with previously similar published papers.,0,0
Literature discussion: Most of the literature cited in the Introduction section and Discussion section are published five years ago.,0,0
"""As we did not observe an association between dietary nitrate intake and IOP, nitrate may protect against glaucoma via other, IOP-independent, mechanisms.""",0,0
In the discussion it is assumed that the rotation of the filaments is crucial for both of these components.,2,1
Authors’ response: We have revised the sentence; see section 5.,0,0
"Actually, as Reviewer 1 noted, we use a viscosity that is 1000 times greater than that of water (following Wolgemuth et al.",1,1
A lineage modification of Candidatus Caldiarchaeum subterranum from Thaumarchaeota to Aigarchaeota would lead to a monophyletic Thaumarchaeota{7}.”,1,1
"Coefficient Alpha and the Internal Structure of tests, Psychometrika.",0,0
"Journal of Accounting and Public Policy,2 4(5), 391–430 Liao, L., Luo, L., & Tang, Q.",0,0
Response 3: We sincerely appreciate this well-taken comment.,0,0
"Normally, you get sick, you get better (if you don't die).",0,0
"Marshall, H.; Mullany, S.; Qassim, A.; Siggs, O.; Hassall, M.; Ridge, B.; Nguyen, T.; Awadalla, M.; Andrew, N.H.; Healey, P.R., et al.",0,0
Comment 8: In order to confirm proposed mechanism of Cr(VI) adsorption (illustrated on the fig 6) Authors should provide data on adsorption capacity of pristine groundnut shell activated carbon (not modified with Al).,0,0
Environ.,0,0
"In this manuscript, the Authors examined the efficacy of the liposome preparations to neutralise the exotoxins like SLO and SLS present in the bacterial culture medium.",0,0
It might not be appropriate to use nominal GDP per capita.,1,1
"The correlation length in Figure 3b is by eye more than the system size, indicating a potential qualitative change with increasing system size (which the authors find).",2,1
This is the core of your study: does diet have an influence on psychological wellbeing?,2,1
"However, we can clearly say that what is deposited in database SILVA 111 as Cylindrospermopsis contains two species with a barcoding gap.",1,1
"In brief, for each complex read-out we have applied the following algorithm: (i) De-convolute mgR51C read-outs in-to individual transcripts; (ii) apply ACMG/AMP evidences to each individual transcript; (iii) produce an overall PVS1_O (or BP7_O) code strength based on the relative contribu-tion of individual transcripts/evidences to the overall expression.",1,1
I would suggest “reduced” since you are looking at changes that have already occurred.,0,0
Left-handed individuals often have a high threshold on the left motor cortex.,2,1
It is not totally clear to the reviewer how stillborn piglets were evaluated as compared to “piglets with no milk in stomach”.,2,1
Is there comparable evidence on policy learning between Germany and France?,2,1
Authors should avoid using the Subjective pronoun “ we” in academic works.,2,1
"prediction mechanism, prediction accuracy, etc.)",2,1
Maybe there is some slightly different nucleic acid-like polymer that is stable in hydrothermal conditions.,0,0
"Section 2 on “Transformation pleas and approaches for achieving this” has been substantially revised and we discuss three models for working towards transitions: collaborative governance (including Ansell and Gash, 2015), evolutionary steering and adaptive governance.",0,0
The connection between the reactions catalyzed by the ribozymes and the concepts of CCSI and CMIO is not very clear at this point.,2,1
2021.,0,0
"across subsets, leading to no significant differences across subsets.",0,0
"Yes, we clarified (L116).",1,1
Why do you not report reliability measures for the items and scale?,0,0
"Lines 259-274 – This paragraph refers to evidence used in the variant interpretation of three aberrant transcripts that kept the open reading-frame (Δ(E2p3), Δ(E5) and ▼(E8p3)).",2,1
And the questionnaire can be applied in future biophilic design research for investigation.,0,0
Line 250 – This is estimated number of RUBISCO active sites – or is there evidence all the RUBSCIO you quantify is active?,2,1
"“Finally, some stylistic considerations: Please, be consistent with the choice of subscripts and superscripts: in the first column of page 2 the Pauli operator is denoted as sigma^z (superscript), whereas in the second column becomes sigma_z (subscript).”",0,0
Yet a firm conclusion seems to be lacking.,0,0
"The explanation of the experiments has been inserted the method (page 4, lines142-143).",1,1
6.,0,0
"However if the ancestry is only self reported as latino, then I would write latino in the title and mention the issue of genetic variability between latinos in the discussion.",0,0
"The language the authors use is here a bit imprecise - they seem to be talking about the management of cluster initiatives, not about the management of the policies themselves (which is more a question of how the program oversight is organized within government; also an interesting but different question).",2,1
— Done -,0,0
This does not appear to increase post infection as was shown previously.,2,1
The meaning of ***: this is explained.,1,1
"to something like: ""Thrombophilia was defined as either the diagnosis of an inherited thrombophilia, a personal history of VTE or a familial history of VTE.""",0,0
Author Response Author’s Response: We appreciated the reviewers’ comment.,0,0
Response: Thanks.,0,0
"19 Reviewer 2: 6) Empirical cases are very relevant, but are placed as ""mere examples"" without delving into the challenges and difficulties lived in practice.",0,0
The argument associated with studies [28] & [29] was added.,1,1
3.,0,0
Two female participants had to be excluded….”.,0,0
"As for the benefits of the 30 Hz protocol, those are clearly stated in the discussion regarding the number of responders and the size of the facilitation.",1,1
"In my opinion, this is more than a limitation, this is essential to discuss given the nature of what the authors propose.",2,1
"This should be backed up with evidence (data) and preferably rephrased, such as ‘recognised R13 research universities’, or ‘elite’ with reference to the German federal government’s programme of university excellence (Exzellenzinitiative).",0,0
This has been already presented in Table 2. and explained by asterisks (**) below the table: * Students who smoked at least one day in 30 days prior to the survey.,0,0
The references are added in the manuscript.,0,0
http://vimeo.com/57205513 (note: I have no idea of the details of these observations so any similarity may be spurious).,2,1
Response:,0,0
"M.; Riou, A.; Allain, M.; Khan, M. A.; Boue, G. M. Synthesis, structural and spectral studies of 5-methyl 2-furaldehyde thiosemicarbazone and its Co, Ni, Cu and Cd complexes.",0,0
"Thus, is this study still relevant to today?",0,0
"According to your suggestion, the novelty of the proposed work has been made more clear and understandable for readers in the introduction section as follows: In this work, a DSM algorithm is proposed by using renewable resources PV and wind turbines for those houses that are located far away from the main city.",1,1
KS.,0,0
How did the author validate the docking protocol?The authors are suggested to use some decoy ligands and calculate the enrichment value in order to justify the docking protocol followed by ALA scan (Alanine scanning) based MD experiments..,0,0
"The paper could do more to translate the general aspects of transformative governance into more specific project aspects, as an evaluative framework for debating the cases.",0,0
"86 cases are excluded from 187 cases, which is too many.",2,1
We are referring to the number of RUBISCO active sites measured by immunoquantitation.,1,1
Coule T.M.,0,0
We changed the layout of the tables enlarging the font.,1,1
For more information see section 2 on page 3-10.,1,1
Figure 2A: The siRNA control should be shown.,2,1
"Table 1; MRI subsample: There is no indication of age, BMI, etc.",0,0
One wonders whether the notion of transformative change really warrant this evolutionary perspective.,0,0
"Zhang, Z.; Zhao, X.; Li, X.; Li, L.; Luo, Y.; Liu, S.; Li, Z.",0,0
Very good practical recommendations and criticism to the B Corp certification have been presented in the last para.,2,1
The molecular study needs a control molecule to compare the results of L1 and L2.,2,1
The empty vector control clone was transduced and selected afterwards.,1,1
R6 ,0,0
We have revised the sentence; see section 5.,2,1
"While knowledge of variants is of great importance from an epidemiologic point of view as they have different transmission rates and can cause diseases of different severity, the mechanism of the acute inflammatory response in severe infection seems to be similar regardless the strain.",1,1
All both compounds are biologically active but their activity was moderate which did not support their efforts.,0,0
"Chem., 2010, 26, 1241-1248.",0,0
R11 Response:,0,0
"Dried samples (1 g) were digested to evaporate at low temperatures of 55°C on a heating plate with 3 mL concentrated nitric acid, 3 mL hydrogen fluoride, and 1 mL perchloric acid (HNO3‒HF‒HClO4).",0,0
Cuauhtémoc Z.C.,0,0
Change 3.2. to 3.3.,2,1
The lack of recommendations associated with the Swedish free lunch program to assist the diets of students in low SES families to have more fruit and vegetables,0,0
We have also corrected two typos in the main manuscript.,2,1
"Nonetheless, the problem related to diet quality may lie in the food provided at home as financial constraints are most likely to be of more significance, lines 528-534.",1,1
"First of all, figure one is a chromatogram, not a spectrum.",2,1
"This force is stochastic (we do not know its instant value), but the mean value of it is proportional to the temperature.",1,1
"Based upon your suggestions, we have added the data of PGRMC1 knockdown in figure 4.",1,1
We will further precipitate the PPCPs sludge before the water treatment plant or excavate the PPCPs sludge from the river and study the effects on drinking water quality.,1,1
"These areas in the photographs have a bright white color (see, for example, the photographs in Figures 3, 6, 7).",1,1
Old Figure 3 is new Figure 5.,0,0
Author Response Please find the attached file.,0,0
"Second, we fill the correlated boxes with same solid colours to make them more recognizable: Revision in Page 6 Line 207: Point 11: Table 2: Please consider providing further explanations for this table.",0,0
Shangri-La and Banyan Tree are not that visible in Western countries.,1,1
"Reference 11 has been added after Equation 10, to point the reader to where to find information about phi limits was first discussed.",1,1
The paper deals with an interesting topic and totally up to date to provide farmers with solutions for free farrowing (which in Europe may become mandatory under The End of the Cage Age initiative).,0,0
The RPWBA method in the manuscript should be compared with the previous rDWBA theory.,0,0
"The article is generally well-written, the topic is timely, important, and interesting from a dog welfare aspect.",0,0
"In fact, we have suggested skipping such tiny genomes when studying bacterial phylogeny, see, e.g., [29] and a note in the home page of the CVTree Web Server [21].",1,1
Evidences of this includes,0,0
"), Innovative Developments in Architecture, Engineering and Construction.",1,1
Are your pores assumed to be spherical?,0,0
Line 50: R1T (=ATCC 13939T=DSM 20539T) instead of R1 ATCC13939/DSM20539 Line 57: Are you sure that the Martian Analog soils were sterile before using?,0,0
The section now better relates/differentiates evolutionary governance from the other governance approaches mentioned.,0,0
All should be consistent.,2,1
Timing and content suggest that French national policies may well have been inspired by the German BioRegio contest.,0,0
First,0,0
-------------------------------------------------------------------- Response to Reviewer 1 This work presented the method for multiple metal ions detection using a carbon quantum dots (CQDs) based chemosensor array by functionalization with different amino acids.,0,0
"Of course, a sample of 19 microbes may not be enough to encompass molecular diversity and the absence of Eukarya may also be problematic for any global evolutionary statement.",2,1
"In the reference list, write the names of the microorganisms in italic.",2,1
"Journal of Applied Physics 1994, 75, 6103-6105.",2,1
It is now inserted again.,1,1
"Struct., 2019, 1183, 100-106.",0,0
Point 2:,0,0
Table S1: “PPSD - premature spike death” in the footnote should be “PPSD - proportion of premature spike death”.,2,1
Line 131: There was an error with referencing wanted to flag.,0,0
"[4] One possible explanation for this is that cerebrospinal fluid pressure (CSFP) has a positive, linear relationship with BMI.",1,1
"All the results depend on the cohesion forces, which are described by a Lennard–Jones function in Equation 12, in Section 2.5.",2,1
"If I am calculating correctly it has been over 20 years since the incident cases average followup occurred, that is 10-20 years after the start of a study in 1991.",2,1
"In our study, we refer again to the work of Huynh et al.",1,1
"Obesity Reviews 2020, 21:e12935.",1,1
"Also, the sentences of second part (4.8) are deleted and added to 2.3.1 as suggested by the reviewer.",1,1
"Given the findings the researchers could be arguing that a review may be needed with the Swedish school lunch program and increase the level of fruit and vegetables in the students' diet, particularly for students in lower SES locations.",2,1
"06720, Mexico City, Mexico E-mail: desiree_15@hotmail.com, dradesireelopez@gmail.com Dr. Márquez 162, Col. Doctores, C.P.",0,0
"We would, however, like to frame this positively: we believe that if the nature of the paper and the chain of argumentation are further clarified, it can be a major contribution not just to several academic discussions (I would mention here the just transition discussions, resilience, innovation, co-evolution, governance, etc) but also to societal debates, to, hopefully, public discourse, leading into policy discourse.",0,0
Conclusion: Make it as one or two paragraphs.,2,1
"Chem., 2020, 199, 112294.",0,0
"Lett., 28, 181 (1994).",1,1
"The revised sentences are shown below: In the BAC biofilters, the biotransformation and adsorption both contributed to the PPCPs removal.",1,1
"The map differentiates between “BaseCambrian seismic faults”, Post-Wilton “Strike-slip” and “Reverse” faults, and “FAULTS”.",2,1
"Second, as we have explained in the limitations, our study was performed in the context of a worldwide pandemic.",1,1
The manuscript was thoroughly revised according to reviewer’s suggestions and comments.,2,1
1) The authors should give the reason for the nonlinear v(NH) vs delta correlation as it was (according to Dudek) linear for OH-O.,2,1
Response:,0,0
"In other words, NLP is a text-analytical tool to understand the nuances of human language about a certain topic (obesity in our case).",1,1
"A social contract, as explained, consists of a consensual, value-based deal underpinning an institutional governance arrangement.",0,0
B: At.,2,1
Samples with insufficiently representative tumor tissue were also excluded from the evaluation.,1,1
Response 1:,0,0
‘expression’ to ‘abundance’ throughout.,2,1
If this is not acceptable we will make the changes in final revision.,2,1
DOI：10.1016/j.buildenv.2020.107443 Point 5:,1,1
Response:,0,0
The methods applied are innovative and allow to underline new interesting evidence.,0,0
"5- Please revise your data: your max tangibility is over 2 (which means that Net PP&E, a subset of Assets, is 2 times those same Assets - this should be a typo.",0,0
"Figure 1 legends of axis need font size larger, please make readable the figuresR：",2,1
present an interesting manuscript that utilizes a minigene splicing assay to examine twenty RAD51C variants catalogued through ClinVar.,0,0
Minor comments (please see changes in text at the relevant lines),0,0
"Therefore, this study proved the removal performance of BAC-UF for treating popular 27 pollutants from surface water.",0,0
"Another correction is related to the ‘size’ of the objective, it's too long, as an example: in the literature review, the authors explained (a first version of the paper) the B model, so it’s not necessary to do this in the objective.",0,0
Very helpful!,0,0
"Although the differences in handedness would not profoundly affect the overall results, can the author check if there were significant differences in stimulation intensity (AMT and RMT) in right and left-handed participants?",0,0
"Although I appreciated the thoroughness to which the descriptive statistical was explained, I wasn’t convinced the mean was the best indicator for the data, considering that evaluation scores were collected on a 5-point scale and not a continuous linear one.",0,0
"Please find attached the revised manuscript with track changes as well as the reply to the detailed comments, directly in purple.",0,0
The main objective of the work must be written on the more clear and more concise way at the end of introduction section.,2,1
Thank you for catching this omission.,1,1
"Line 267 and 268, the description of figure 1 is not clear.",2,1
We tried to consider the comments and suggestions as far as possible in revising our manuscript.,0,0
"In section VI E. ""Trapping by longitudinal pumping"", one can analytically estimate the threshold value for the transverse pumping.",2,1
"This would take care of the remarks about case studies and examples, and avoid the impression that there's several manifestos, or a manifesto immediately derived from one empirical situation.",0,0
3.,0,0
Why were they excluded?,2,1
The figures and pictures have been adjusted in the revised manuscript.,2,1
Response to Reviewer 2 I would like to thank Reviewer 2 for very detailed and useful comments which will definitely improve our manuscript.,0,0
Author Response There might be some interesting data collected in the present study.,0,0
Response 19:,0,0
"Theoretical study on molecular structure and vibrational analysis included FT-IR, FT-Raman and UV techniques of 2,4,5-trimethylbenzoic acid (monomer and dimer structures).",0,0
"Therefore, we did not plan it according to the maximal theoretically achievable sterilization effect, but to design a life detection mission to Mars.",1,1
Copyright:,0,0
"The error has been corrected (page 8, line 257).",1,1
"“In the present study, we showed that microRNA-mediated PGRMC1 regulation during the process of decidualization.” This is confusingly worded.",0,0
A point-by-point response to the reviewer-1 comments is appended below for your convenience.,0,0
"The concentrations of heavy metals in park green areas were slightly higher than that in residential area, which may attribute to the difference of soil environmental quality management and control policy between these areas.",0,0
The SMD is based on the assumption that differences in standard deviations among studies reflect differences in measurement scales and not real differences in variability among study participants (which is the case here)..,1,1
No.,0,0
We have revised this in the context.,1,1
"The paper could do more to translate the general aspects of transformative governance into more specific project aspects, as an evaluative framework for debating the cases.",0,0
Major comments Sometimes the document is different to follow due to English issues.,0,0
"The introduction guides the reader smoothly into this topic, all necessary background information (i.e., citing appropriate literature) is given.",0,0
Author Response Please see the attachment Author Response File: Author Response.pdf,0,0
"Title: Estimation of Children’s Soil and Dust Ingestion Rates and Health Risk in E Waste Dismantling Area Authors: Yan Yang * , Mengdi Zhang , Haojia Chen , Zenghua Qi , Chengcheng Liu , Qiang Chen , Tao Long Revisions Need:Title- ‘in’ should be used for larger areas, can you add the study locations?",0,0
Title: change “Leaving Pattern” to “Time Spent Away”; leaving pattern is less clear (it could be frequency of leaving each day),2,1
Effects of socioeconomic status on nutrition in Asia and future nutrition policy studies.,2,1
Authors immensely thank reviewer for the constructive suggestions and valuable comments which greatly helped in the improvement of the manuscript.,1,1
Response: Thanks.,0,0
"According to the arrangement, at the top of this, stacked graph are the evaluation of satisfaction of the work capacities and relationships in the workplace.",1,1
"However, we used the data without outlier to construct the figure.",0,0
Link for supplementary materials does not work.,0,0
2021.,0,0
"R4 However, I have a few comments and suggestions to improve the overall quality and readability of the paper.",0,0
We addended our submission according to the suggestions as follows: We agree with the reviewer that useful tools and techniques are available in different modalities and certainly surgeons dealing with various tumors utilize these as needed.,0,0
We have taken your advice and changed statistical methods in the manuscript.,1,1
Author Response 1-,0,0
"Although the method of preparation of these sensors is not new, the implementation to chemosensor array is well presented.",0,0
Answer to the Reviewer point 4: The observation of the reviewer has been accepted and the manuscript was modified accordingly.,0,0
Understanding the Regioselectivity on Diels−Alder Reactions.,0,0
We have changed it to show only the data of the 288 subjects (without the 5 outliers).,0,0
"However, in general, we see many articles like this in the area of social and environmental reporting.",2,1
Point 9:,0,0
We agree with the reviewer's comments.,2,1
"It is well-known that different services are hard to integrate together (this is not specific to the smart city), but I would have liked the authors to illustrate in light of the pandemic context, and maybe to the context of Korea since their contribution is specific to this geographic context in that it integrates the 12 smart city categories of Korea and the healthcare phases of Korea.",0,0
Line between 33 and 34: it should be ‘The scattered positron and ejected electron …’ instead of ‘The scattered electron and ejected positron …’.,0,0
"References Ben-Ner A., Ren T., Paulson D.F.",0,0
"The binding energies for L1 and L2 with Bacillus Megaterium were −7.7 and −8.8 kcal mol−1, respectively, whereas for arbutin-4j6u the value was -9.1 kcal mol-1 which were calculated by AutoDock Vina.",1,1
Comment 3: Optimization of production constitutes an important part not mentioned in the title.,0,0
It was also not clear to me how much hydrochloric acid was eventually added during the preparation of the adsorbent.,2,1
This is not a correct statement.,2,1
Response 4: Thank you very much for your kind reminder.,0,0
Identification of Suitable Reference Genes for Gene Expression Normalization in the Quantitative Real-Time PCR Analysis of Sweet Osmanthus (Osmanthus fragrans Lour.).,1,1
J. Pharm.,0,0
LUCA is discussed only in Section 1.,1,1
"Log-rank test was used for the analysis, and significant p values are shown in bold.",0,0
"It is also obvious that non-smokers avoid being in closed smoking places, but this was not subject of this study.",1,1
"It is good to let the reader know that not all seismic surveys provided the same quality, but this is more a technical point.",0,0
I wish the author of the best.,2,1
"For the convenience of you and readers, we have made full descriptions of some acronyms, and the modifications are as follows: “Therefore, in this study, the Best Tracer Method (BTM) was employed.",1,1
"METHODOLOGY This is weak, perhaps too weak for an academic paper.",0,0
It should be explained more clearly.,2,1
Who would oppose turning them off?,2,1
Concluding that methods differ is not surprising.,0,0
New Table 4 and Figure 4 were added.,0,0
"1 Response to Reviewer 1 Comments Comments 1 Please add a table with patients' baseline characteristics, including BMI and smoking status.",0,0
"The paper’s general, theoretical story is very broad and ambitious, using an extensive, abstract and complex vocabulary.",0,0
In the current form I am left to conclude only that communities of filamentous bacteria can develop reticulated patterns similar to forms observed in the fossil record.,2,1
"Reviewer #2 We would like to thank the reviewer for reviewing our manuscript entitled “Dietary nitrate intake is associated with decreased incidence of open-angle glaucoma: The Rotterdam Study"" (MS# nutrients-1760125).",0,0
This paper pursues an important theme.,0,0
"As a result, I do not recommend that this paper should be published in its current form.",2,1
Thank you for your valuable opinion.,1,1
It is better to show the SEM images using the same scale.,2,1
It was revised as recommended.,1,1
We hope that with these changes our manuscript will be considered for publication and we are looking forward to hearing from you.,0,0
It seems like this phylum is moving around with the addition of new sequence data (for example in Rinke et al.,2,1
The manuscript entitled ‘Bio-stimulated adsorption of Cr(VI) from aqueous solution by Groundnut Shell Activated Carbon@Al embedded material’ by Rao et al focuses on the synthesis of bioadsorbent aluminum metal blended with groundnut shell activated carbon material (Al- GNSC) and it practical application for Cr(VI) adsorption from waste aqueous solutions.,0,0
An observation in [56] that this organism shares a rare lipid structure with a few species from Thermococcales may hint on its possible association with the latter.,0,0
"Email: zcli@cumtb.edu.cn 9 4 National Geomatics Center of China, Beijing 100830, China; zhangpeng@ngcc.cn; ys@ngcc.cn 10 * Correspondence: zcli@cumtb.edu.cn;Tel.",0,0
60).,0,0
The authors should add section(s) for the heavy metal concentrations in biotic samples.,2,1
"Both studies indicate that this protein region is essential for RAD51C function so that transcripts lacking any of the β-strands, such as ▼(E6q4)-a, ▼(E6q4)-b, Δ(E7), Δ(E8) or the in-frame isoform Δ(E5), is probably deleterious.",1,1
"; Millikan, S. P.; O’Rourke, K. A.; Smolenski, V. A. Synthesis, Crystal Structural Investigations, and DFT Calculations of Novel Thiosemicarbazones.",0,0
"Interesting point, which we have added to the revised Conclusion and Implications section.",1,1
"thanks, we provided definition for pre-cancer in materials, which include patients with CIN I, II, and III.",1,1
We summarize below our reactions to the points raised by the Reviewers following the same order in the lists of comments.,0,0
Response 3:,0,0
"POE scales do not likely target biophilic elements in architectural designs directly, since a direct question (e.g.",0,0
Author Response See the point-by-point response in the attached Word file.,0,0
); this includes genes sharing an operon structure for economy purposes in highly reduced organisms such as bacteria; (4) Genes remain linked because they originated when genomic rearrangements were not biochemically motivated and their sequence makeup was later refractory to rearrangement hotspots.,0,0
"Author Response Dear Reviewer, Many thanks for your comments and suggestions.",0,0
Incorporation of the transcript isoform names in table 2 would assist the reader in correlating this discussion of transcript isoforms with the corresponding evidence used to classify each of the variants.,2,1
Subsection 3.2 has been rewritten to add more details regarding the obtained results.,1,1
Response:,0,0
The link between smoking and reduced life expectancy has been shown to be causal.,2,1
It is so frustrating to understand.,0,0
#Answer: We added these details (L132 and L136) The results are described and discussed in detail.,0,0
• Discussion Section: The authors did not respond accurately to this comment.,0,0
(5),0,0
In the analytical calculation we restrict ourselves to just the ground band Wannier-Stark states.,1,1
— Done -,0,0
1(c).,0,0
"2002, Delano Scientific, San Carlos.",0,0
Very important comment.,1,1
Discussion: The results are appropriately discussed though perhaps more discussion about further study would be beneficial.,0,0
Response: We thank the reviewers for giving us helpful comments.,0,0
"Either way, I think the paper is in much better shape.",0,0
Data issue: The authors indicate their data source as “…an index of panel data on agricultural output and employment in the first sector of 287 prefectures from 2000 to 2010 is collected from the China city Statistical Yearbook (2001-2011)...” It is not clear what kind of index the authors are referring to.,0,0
The cited paper described the clumping of Anabaena cylindria in a dense culture.,1,1
"P. 3, L. 15 – The time post-exercise before scanning was provided, but not the time post-quiet rest.",2,1
A new discussion of 1D and 2D NMR spectra was added and corrected.,1,1
"However, the control structure of comparisons is incorrect.",0,0
Author Response,0,0
We have revised the sentence so that abbreviations are defined.,1,1
You have so many abbreviations confusing to follow in places.,2,1
"First, why did you use only 4 students for pilot testing?",0,0
l. 143 min instead of mins,2,1
"If the information is accurate, please consider amending this to make this clearer.",0,0
"Some search names in the reference list begin an uppercase letter for each word (such as [4], [5] ...",0,0
"Furthermore, we have included these other references to improve the introduction of the work: Code, U. G. G. (2006).",0,0
"The authors should connect this idea to the finding that pseudopilins appear to be part of the molecular machinery, as the model and the data are coherent on this point.",2,1
Please replace every single “GHQ” in the text with the correct abbreviation “GHQ-12”.,2,1
"With regards Ravindranadh Koutavarapu, Ph.D.",0,0
To clarify our process we did add clarifications throughout the results part and we added a panel in figure 2 to include results obtained after challenge of LD>90 of GGS 5804 supernatant.,0,0
We therefore suggest to keep these data in the supplement.,1,1
"R3: Chapter 2 Materials and Methods: Something strange happened to the alignment of heading “2.2 Sample” (page 3, line 128).",0,0
"However, the degradation rate could be affected by this.",1,1
"As suggested by the reviewer, the non-pertinent references has been checked throughout the manuscript and unnecessary references are removed too.",1,1
"According to the arrangement, at the top of this, stacked graph are the evaluation of satisfaction of the work capacities and relationships in the workplace.",0,0
"Apart from the two additional supplementary figures, we have added some information regarding this comment in lines 301-304 of the manuscript.",0,0
"However, the long-term pilot-scale study is urge to be investigated.",0,0
: The reviewer discussed in much detail which design might better describe the method used in our study.,0,0
"Reviewer #1 We would like to thank the reviewer for reviewing our manuscript entitled “Dietary nitrate intake is associated with decreased incidence of open-angle glaucoma: The Rotterdam Study"" (MS# nutrients-1760125).",0,0
"With our major revision we believe we have addressed these comments, which resulted in a substantially improved paper.",0,0
"Thank you for pointing this out, we have changed Table 1 accordingly and we removed the imaging data, which as you mentioned, was the same as “before TOC” in Table 2.",1,1
"Casillo, A., Fabozzi, A., Russo Krauss, I., Parrilli, E., Biggs, C. I., Gibson, M. I., … Corsaro, M. M. (2021).",4,1
The manuscript has been edited for grammar problems and for clarity.,3,1
4.,0,0
"Line 294 – what is meaning of BTM, Would prefer re-introduction of the full meaning of acronyms in each sub-section Answer: Thank you for your suggestions.",2,1
"And when we calculated the SIR, we also used the parameter “Cfood” (equation 1) to analyze the food intake.",0,0
(2015).,0,0
It is possible that another outgroup sequence or different methods for alignment and tree construction will help.,2,1
P13 L294: The legend for Figure 3 seems incorrect.,0,0
(2),0,0
The discussion must qualify the results of Salsano et al.,0,0
The x-axes in Figure 1 should have years.,2,1
"In light of recent research developments and argumentation (some of it reviewed), his views should be considered a welcome addition to the many ideas that populate the “origin of life” field of inquiry that counter the dominant paradigm.",0,0
"From the relatively high percentage of non-heterosexual participants, there seems to be some selection bias.",0,0
"Page 2, line 62: I disagree with the claim that “above models can be seen as extensions of Aaker’s (1997) brand personality model.” The models you listed are variants of well-known hierarchy of effects models.",2,1
1.,0,0
Authors should check the entire article to remove all extensive mistakes (grammatical and typos) and to improve English writing quality.,0,0
The second point is that the paper contains too many errors.,0,0
We have revised all the figure captions in SM.,0,0
Crushed Evaporated samples were microwaved with 2 mL concentrated nitric acid and 3 mL hydrogen peroxide (HNO3‒H2O2).,0,0
“Previous research has shown that a higher dietary nitrate intake was associated with significantly wider retinal arterioles.,0,0
"The analytical methodology of isomers quantification has been studied and published in former study (Wang et al., 2013).",3,1
Were the IHC slides blinded to the pathologist(s)?,2,1
The secretion of slime is likely mediated by some molecular machinery that is otherwise involved in type II secretion/motility machinery.,1,1
"The writing is clear, the analysis is sound, and the presentation is excellent with a few exceptions.",0,0
Were these western blots (Figure 3D-F) repeated 3 times as the material and method mentions?,2,1
"So, I think that the appearance of novelties requires a different order of considerations, whereas the bistability plays possibly the role of novelties amplification and consolidation (in particular conditions).",2,1
